gene_id,m-SES-leaf-roll-2,m-SES-mature-leaf-3,m-SES-stem3-2,m-SES-stem6-1,m-SES-stem9-1,pre-m-SES-leaf-roll,pre-m-SES-m-leaf,pre-m-SES-stem-3,pre-m-SES-stem-6,pre-m-SES-stem-9,seedling-Sleaf1,seedling-Sleaf2,seedling-Sleaf3,seedling-Sstem1,seedling-Sstem2,seedling-Sstem3,SES1-1,SES1-2,SES1-3,SES2-1,SES2-2,SES2-3,SES3-1,SES3-2,SES3-3,SES4-1,SES4-2,SES4-3,SES5-1,SES5-2,SES5-3,SES6-1,SES6-2,SES6-3,SES7-1,SES7-2,SES7-3,SES8-1,SES8-2,SES8-3,SES9-1,SES9-2,SES9-3,SES10-1,SES10-2,SES10-3,SES11-1,SES11-2,SES11-3,SES12-1,SES12-2,SES12-3,Ss1-1.RSEM,Ss1-2.RSEM,Ss1-3.RSEM,Ss10-1.RSEM,Ss10-2.RSEM,Ss10-3.RSEM,Ss11-1.RSEM,Ss11-2.RSEM,Ss11-3.RSEM,Ss12-1.RSEM,Ss12-2.RSEM,Ss12-3.RSEM,Ss13-1.RSEM,Ss13-2.RSEM,Ss13-3.RSEM,Ss14-1.RSEM,Ss14-2.RSEM,Ss14-3.RSEM,Ss15-1.RSEM,Ss15-2.RSEM,Ss2-1.RSEM,Ss2-2.RSEM,Ss2-3.RSEM,Ss3-1.RSEM,Ss3-2.RSEM,Ss3-3.RSEM,Ss4-1.RSEM,Ss4-2.RSEM,Ss4-3.RSEM,Ss5-1.RSEM,Ss5-2.RSEM,Ss5-3.RSEM,Ss6-1.RSEM,Ss6-2.RSEM,Ss6-3.RSEM,Ss7-1.RSEM,Ss7-2.RSEM,Ss7-3.RSEM,Ss8-1.RSEM,Ss8-2.RSEM,Ss8-3.RSEM,Ss9-1.RSEM,Ss9-2.RSEM,Ss9-3.RSEM
Sspon.008A0000167,12.3702,17.5655,0.164202,1.29997,1.51087,7.54853,17.7216,0.0,0.843504,4.8776,2.05553,1.41847,1.26709,0.808697,1.08749,0.760991,0.658705,0.686724,0.753384,3.51128,1.32334,1.14951,1.20883,1.54293,0.505189,1.00865,1.38292,1.09544,1.70442,1.50334,2.36471,2.07458,2.27704,2.59334,1.97759,1.73715,1.91271,0.973776,0.976122,1.05104,1.60162,1.2367,1.01332,1.34626,0.893649,0.904393,1.07132,1.25294,0.859764,0.466535,0.870181,2.73193,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sspon.008A0000200,1.2994,1.72061,1.17598,1.595,1.50486,0.343245,1.00452,1.51606,2.89968,1.44386,0.871195,1.68445,1.8395,3.34317,3.56097,1.29045,0.325836,1.08056,0.458623,0.792354,0.641327,0.60506,2.00853,0.787192,0.289583,0.510754,0.26603,0.937515,0.0698846,1.71579,1.8343,1.24705,2.01894,1.59962,1.56897,1.71153,1.28453,0.534895,1.24429,1.76153,0.763372,2.1132,0.336246,1.39891,0.591361,0.310195,2.15015,0.579467,1.10243,0.756267,0.36145,0.781616,4.26,2.98,2.72,2.42,0.91,2.82,1.63,1.72,2.76,0.98,0.95,2.52,1.63,2.71,2.39,1.7,4.02,1.87,2.29,3.29,5.82,3.03,4.96,4.08,5.05,4.95,3.53,2.91,3.83,5.45,1.74,4.51,3.69,2.38,4.79,3.09,2.89,4.18,3.58,1.25,2.89,2.51,1.22,3.24
Sspon.008A0000201,1.80301,1.43406,0.813386,1.2251,1.22005,2.08869,1.03315,0.678558,1.66492,0.869838,2.49137,3.12004,3.01379,2.40081,1.97877,2.46874,3.33476,3.27895,2.85289,2.6032,2.2707,2.07888,2.69171,3.54158,2.81608,3.53651,4.45089,5.04433,4.36684,4.92725,3.88174,7.72373,7.39905,5.74191,7.58144,5.57207,6.00001,6.75128,5.1462,5.72219,6.57909,7.7662,5.24682,5.39976,5.27695,5.48077,4.85366,4.66362,5.85573,4.78893,4.06405,3.16186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sspon.008A0000202,6.07841,5.29601,29.3979,22.1099,35.3083,7.68015,9.2609,30.9039,17.0402,17.3225,10.0876,10.5652,8.26313,15.2966,20.3916,18.2636,6.47461,4.45733,4.65879,3.99096,4.98191,6.06101,6.60618,7.66894,6.78686,4.10385,4.40945,8.84013,6.02394,4.71149,8.82521,6.09303,4.99062,5.13225,6.57742,4.57365,5.9472,5.6408,5.04907,4.90883,5.2462,5.50715,5.19984,6.46663,5.82741,5.56394,5.31808,5.91468,5.79204,4.99656,5.12845,5.02874,150.84,129.66,157.32,14.94,30.68,22.86,24.66,12.67,24.78,25.42,20.18,23.73,26.8,19.68,24.25,27.43,20.91,24.53,36.55,27.61,199.77,157.09,269.12,146.84,117.57,223.08,90.84,85.58,112.47,61.55,67.02,92.32,35.56,46.16,69.32,31.98,40.14,49.09,21.21,25.61,37.32,17.54,31.87,30.78
Sspon.008A0000203,2.65486,2.48117,5.66503,4.73248,4.73396,2.20276,1.44276,5.44201,4.66287,3.96958,3.6816,3.37973,3.03877,7.43269,6.00242,6.16552,2.32339,2.4244,2.45995,2.10521,2.73373,2.19505,2.43349,2.89534,3.25508,3.22623,4.28598,3.127,3.65768,3.76825,3.925,3.59691,3.75273,3.72344,4.67885,4.27054,4.00868,3.81076,4.06221,4.18945,3.30214,3.58095,2.87719,3.5739,4.12701,4.03133,2.6655,4.3266,3.9817,3.24049,2.79515,2.43988,17.88,20.38,17.28,5.09,8.11,7.34,5.36,6.92,6.81,5.85,5.68,6.86,7.64,5.2,6.66,6.25,5.92,6.73,7.55,6.57,13.87,13.06,13.68,9.4,6.59,8.69,6.81,7.04,8.22,7.9,7.19,8.19,8.78,8.04,7.66,7.81,9.35,8.94,6.7,9.27,7.02,7.42,9.7,7.14
Sspon.008A0000204,1.50293,0.118318,17.0338,120.008,112.558,0.606316,0.301226,1.0098,110.521,193.892,0.184816,0.24971,0.349194,1.37135,1.81951,1.77948,0.026294,0.021358,0.0,0.00572712,0.0975758,0.0309701,0.0,0.00692411,0.0299436,0.0540878,0.51705,0.25279,0.432295,0.0967321,1.39707,0.362546,0.60239,1.25806,1.05927,0.438619,0.611021,0.425049,4.48116,0.46845,0.168767,0.205554,0.479908,0.109843,0.134096,0.211789,0.322448,0.388828,0.051561,0.0402194,0.0767654,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Sspon.008A0000205,2.44458,2.19619,6.30471,4.92574,9.38934,1.9244,1.85009,5.06763,5.93399,5.80904,1.97157,2.12523,1.83102,3.18617,2.44371,4.00717,3.64641,4.18282,4.34224,3.14988,4.55051,3.04881,2.36639,3.1063,4.52913,2.59809,3.78671,5.34947,4.27317,3.39621,3.95811,3.77236,5.27801,3.95279,5.04945,4.55443,4.20277,6.55965,5.78672,6.14599,3.91554,5.88694,5.51901,5.50371,5.08124,6.00706,4.51351,5.3469,5.8897,5.72964,3.60179,3.12698,16.43,12.58,15.14,2.97,3.2,3.91,3.5,3.36,3.65,3.17,3.8,4.04,4.12,3.71,4.81,4.43,3.82,4.33,6.45,4.93,13.04,9.58,10.76,7.46,7.27,9.6,5.89,5.42,6.6,3.76,4.54,5.26,3.69,3.6,4.02,2.73,4.19,4.44,2.93,3.7,4.12,3.03,3.77,3.95
Sspon.008A0000206,6.96808,7.45764,15.848,17.5264,17.8753,5.32572,4.87828,14.8667,14.6642,15.295,11.4792,11.254,10.407,19.1381,19.5079,17.3825,12.4466,11.6276,11.272,8.39825,8.17326,7.64718,7.14931,9.80255,7.63719,8.91928,10.3014,19.5899,12.593,15.378,9.54809,12.2797,14.1497,14.8927,17.0069,18.6698,17.8469,18.7763,20.3363,17.7646,18.1705,16.0038,22.1172,23.3007,22.8984,19.6773,19.0247,15.6619,14.9782,21.6429,14.8072,6.84145,19.02,14.88,19.31,6.67,11.25,14.59,9.38,4.03,11.29,4.66,4.33,9.75,9.37,5.24,12.7,10.15,10.53,9.35,14.09,10.12,21.83,24.58,26.49,19.7,23.02,26.82,19.96,14.58,23.03,11.85,10.82,21.2,12.09,10.4,16.33,12.06,9.59,14.46,10.79,9.25,13.57,4.98,7.68,10.02
Sspon.008A0000207,4.22641,4.00206,4.41764,7.14742,6.1317,2.93221,2.88525,2.67052,4.23163,5.06901,6.68476,6.52238,5.99687,5.94555,5.90938,5.67472,3.94183,4.02724,4.19358,4.64808,5.79438,4.82398,4.14198,4.51227,5.03461,5.26479,6.06989,4.78772,5.29248,4.08987,5.70043,5.79613,6.63901,5.61452,5.87939,6.44376,6.96012,5.48289,6.6739,7.20152,6.77235,4.5876,5.22156,4.63198,5.43661,5.64381,5.49095,6.33831,5.88364,3.88593,4.91616,5.62439,12.62,13.8,12.15,9.64,11.76,11.61,12.66,10.97,10.4,11.14,12.07,11.78,12.63,11.78,12.19,13.12,11.77,14.15,13.95,12.27,10.95,13.59,10.35,10.19,9.72,10.24,8.83,9.67,10.58,9.95,10.03,11.8,9.44,10.83,12.37,9.63,14.52,10.6,9.52,13.04,11.58,9.63,14.1,11.92
Sspon.008A0000208,6.57947,7.39734,18.3706,16.7327,18.357,3.06138,2.33172,6.87419,11.8017,11.6765,8.7969,9.84047,11.2407,14.8658,16.2417,15.0214,6.65233,10.6914,9.56003,7.3778,3.10905,3.45375,3.9973,3.96829,3.9493,6.23946,8.74407,16.0086,6.20476,4.70302,5.02273,8.75891,7.3731,9.0924,11.1204,10.3444,8.5448,16.6142,11.0115,12.6007,14.2685,21.3366,16.7001,16.5737,10.2859,10.8161,12.4963,11.6892,10.1498,4.26452,10.7008,4.88621,2.35,2.58,3.98,2.85,2.56,2.56,0.81,1.72,4.05,1.5,1.38,2.35,2.19,2.52,1.22,2.07,2.54,1.01,2.84,3.17,6.19,4.02,6.04,4.71,5.43,10.02,4.71,3.02,5.69,2.06,1.93,3.9,4.17,0.73,6.34,2.89,1.22,4.04,2.21,0.32,3.22,4.24,0.99,2.16
Sspon.008A0000209,4.43378,5.41395,10.8066,11.04,9.20686,3.58937,4.34973,10.6835,13.5662,15.1859,6.07955,6.42357,8.4328,12.0613,12.1582,10.1404,8.53055,6.62399,9.23514,5.66624,5.39982,6.11234,5.23994,7.36986,5.77782,6.06891,8.48899,12.4333,6.87862,7.91986,9.35057,8.6577,11.9131,8.35636,11.9943,15.3446,12.6237,10.7348,11.5037,12.8743,16.0933,12.552,12.9617,14.27,13.5228,13.9086,11.7502,16.3777,10.6675,10.9914,12.6936,6.99332,12.26,9.51,10.83,2.92,3.75,3.13,3.52,3.18,3.4,3.87,2.17,3.99,4.3,4.15,3.34,3.97,4.34,3.64,5.24,5.0,10.41,10.52,15.87,9.34,9.7,14.75,7.52,7.48,9.78,4.5,3.69,7.34,5.16,2.03,4.99,2.93,2.72,3.82,3.48,1.93,3.37,3.61,3.65,4.3
Sspon.008A0000210,4.10827,3.69639,10.1336,7.50546,13.0567,2.75551,2.99175,7.46945,7.85085,9.02045,3.41083,3.48538,3.2094,5.32575,4.67108,5.83092,4.43234,7.08084,5.66777,4.63308,5.95025,5.08495,4.84118,4.28372,3.78474,4.39582,5.15136,8.65809,4.83338,4.14784,5.13597,6.82581,8.71814,5.44519,5.98515,8.82678,6.70698,7.81305,11.1501,7.97803,6.92638,7.59812,9.30264,7.32587,7.5576,8.33239,6.91511,8.33234,7.69699,8.11209,6.13947,4.64182,16.43,12.58,15.14,2.97,3.2,3.91,3.5,3.36,3.65,3.17,3.8,4.04,4.12,3.71,4.81,4.43,3.82,4.33,6.45,4.93,13.04,9.58,10.76,7.46,7.27,9.6,5.89,5.42,6.6,3.76,4.54,5.26,3.69,3.6,4.02,2.73,4.19,4.44,2.93,3.7,4.12,3.03,3.77,3.95
Sspon.008A0000280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sspon.008A0000290,6.23638,6.85651,16.992,17.4215,18.7484,4.72041,3.95212,9.84319,15.4785,14.0086,7.89293,10.9142,11.8581,18.1916,19.1092,17.7507,10.4623,10.3361,10.3327,5.7027,4.52418,6.47308,7.17003,9.50222,6.82451,6.8927,9.14216,19.6915,11.0585,12.7551,9.69044,13.0652,11.0273,13.9127,17.0431,11.8069,14.0172,18.4745,18.4654,15.3643,16.8191,22.5785,18.2766,19.3176,19.0397,17.1331,16.0168,14.6809,17.8746,21.1116,11.5911,4.95992,28.36,17.89,23.23,8.82,14.53,15.48,7.52,10.76,14.35,5.61,6.66,9.96,10.07,5.85,16.72,11.59,6.83,12.0,16.38,13.15,29.01,30.69,51.17,39.99,32.07,39.15,34.15,25.85,31.18,26.94,17.0,25.62,20.06,20.29,32.62,22.03,19.48,27.03,20.02,12.01,31.82,10.07,12.12,15.16
Sspon.008A0000300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.27,0.06,0.18,0.32,1.0,0.13,0.04,0.86,0.12,0.06,0.9,0.1,0.18,0.29,0.05,0.0,0.19,0.04,0.05,0.33,0.36,0.28,1.19,0.64,0.28,0.51,0.39,0.78,0.47,0.32,0.59,0.3,0.17,0.91,0.4,0.21,0.47,0.31,0.41,0.94,0.13,0.34,0.56
Sspon.008A0000310,0.757762,0.857888,2.91934,1.60844,1.76324,0.689785,0.48495,2.34068,1.21846,1.94966,1.68078,1.37082,1.84297,2.07618,2.65118,2.51168,1.4436,1.23707,1.17302,1.01235,1.41944,0.862497,1.12669,1.55529,1.45012,1.69547,1.96926,1.07638,1.55177,1.47435,1.80866,1.81557,1.77374,2.50133,1.72789,1.34662,1.79233,0.784719,1.76102,1.90993,1.48703,1.63478,1.51559,1.67511,2.21496,1.7688,1.14124,1.625,1.78118,1.04663,1.75051,0.653007,8.16,9.51,9.48,2.66,3.06,3.66,3.4,2.57,2.29,2.98,2.42,2.81,3.28,2.93,3.34,3.44,2.97,3.34,3.48,3.4,6.06,6.46,6.62,3.78,3.93,4.44,3.63,3.18,3.59,3.76,3.5,2.85,2.7,2.45,3.24,2.91,3.46,3.3,2.97,3.12,3.31,2.56,3.75,3.21
Sspon.008A0000311,2.60359,4.57682,13.9711,16.9641,24.9749,4.28155,5.19253,20.156,14.3032,7.07412,7.9591,8.56348,6.47289,13.1813,14.6694,13.6943,2.51364,2.16013,3.13518,2.87644,2.96782,3.38202,2.12405,2.92858,1.72692,2.57659,3.30077,2.50815,3.20364,2.89573,2.00834,2.08857,2.01028,3.42524,1.34051,2.97429,1.8977,4.31937,2.35603,1.56968,2.4564,2.41485,2.55353,4.03184,1.36352,3.21019,3.48851,3.51822,2.56698,3.63682,3.43709,3.65444,45.92,33.26,40.91,1.29,6.41,5.44,8.59,3.63,4.24,5.48,3.81,4.72,9.23,6.44,7.52,10.08,6.45,13.89,14.96,8.47,49.94,43.54,80.0,53.29,33.88,72.14,18.04,19.73,28.58,10.24,14.11,26.14,10.72,13.78,13.75,8.63,4.89,15.72,6.59,7.95,12.3,5.56,5.29,6.68
Sspon.008A0000312,2.2486,1.90841,1.04038,1.51576,1.36398,2.53711,0.68108,0.909142,1.73226,1.93177,2.63088,2.40447,2.70085,2.59789,2.22684,3.01678,3.85947,3.47432,3.66256,2.446,2.54203,2.22731,2.66816,2.89436,3.06398,4.01379,4.33213,5.93142,4.83199,4.07877,4.25933,5.99142,7.69685,6.79069,4.891,6.94159,6.75853,5.81372,5.87109,6.42635,6.04841,7.61924,5.54564,6.18626,7.24634,6.3933,5.01477,5.45833,4.49285,5.21132,2.82022,2.47447,1.78,4.87,3.44,7.83,4.98,9.79,2.52,8.54,7.73,4.07,2.36,10.09,5.02,10.22,0.02,3.93,7.98,7.23,4.44,4.96,4.81,2.22,4.81,4.38,4.69,5.0,7.76,4.41,7.42,12.25,7.66,7.82,11.39,7.23,11.68,9.64,9.22,7.95,12.21,6.05,16.29,5.73,8.16,13.26
Sspon.008A0000313,2.60767,2.5008,4.36066,6.19444,5.07516,4.80095,2.27945,5.48656,6.10802,5.02735,4.61919,6.61654,7.02526,6.96047,6.44885,7.05899,3.03868,3.12297,2.7808,4.12178,4.30182,3.46943,6.06268,3.85906,4.30701,5.99951,5.2684,5.82456,5.45496,5.72858,7.25075,6.92154,8.86274,9.58429,11.0415,12.0137,9.02822,5.04455,7.58177,7.56652,7.37106,7.32552,8.24985,7.01162,6.84161,5.79773,6.84306,4.659,4.68999,5.12,4.08298,3.77105,13.21,9.24,12.79,8.79,8.05,17.52,8.54,8.66,12.75,8.16,5.89,12.44,10.56,6.06,14.39,10.79,13.86,15.48,14.95,11.53,16.95,13.07,15.07,18.53,17.75,22.62,23.22,14.33,20.85,19.39,12.5,17.4,16.02,13.96,23.19,18.41,9.29,24.27,18.12,11.83,24.19,8.95,6.32,14.89
Sspon.008A0000314,4.20888,3.51913,3.83496,2.70494,3.34861,2.51499,1.69502,1.92713,1.96914,1.83484,3.11936,2.44149,3.32269,5.85221,5.62684,5.95255,2.78689,2.76593,2.03824,1.16725,2.02712,2.06965,2.25422,2.03291,2.1686,2.76667,2.87067,2.33928,3.40981,1.97224,3.00099,3.79561,4.99424,3.09385,2.99386,3.99879,4.06358,2.74424,2.57931,3.81115,3.02215,2.52201,2.91278,2.11345,3.09893,4.04742,2.83301,3.78762,3.3938,3.02496,3.1798,1.24305,14.93,17.62,15.09,6.46,7.78,9.2,8.01,7.54,7.75,8.21,8.36,7.06,9.16,7.17,7.11,8.52,7.15,7.09,8.94,8.24,13.48,14.58,11.13,12.21,13.43,10.62,12.19,14.4,15.17,13.81,14.02,14.31,11.83,11.74,14.45,11.0,10.46,14.27,9.07,9.85,11.87,9.91,10.69,10.52
Sspon.008A0000315,9.92177,8.24822,0.793733,1.44823,1.81032,4.53789,4.08977,0.249704,1.22832,1.25087,12.7531,11.6155,10.1325,5.93936,5.33384,5.03978,15.224,11.3529,12.1256,9.66344,11.3895,13.1098,6.39073,11.0298,8.94633,12.829,9.21026,13.1805,9.95489,6.23851,7.18951,10.7266,12.2222,8.66392,9.15666,11.1213,12.8033,13.1465,13.8057,15.2252,19.1731,15.2047,10.4599,16.7987,15.668,22.8715,16.5796,21.9462,18.3038,11.7062,14.3977,9.22603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.3,0.0,0.16,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sspon.008A0000316,10.1257,8.37375,20.0881,24.8774,14.8418,1.86709,8.50961,11.7696,24.691,19.3729,6.08665,8.42089,6.11612,28.3177,21.3829,30.4543,8.88552,9.89758,7.719,5.12356,5.84709,3.94134,4.83836,5.07571,4.01078,5.32685,7.44458,19.2375,8.79842,9.94725,8.14727,9.74046,14.4653,9.4377,14.2876,14.5308,11.475,15.4103,19.0678,16.1085,10.1069,14.4969,19.2986,11.5248,14.0972,15.6549,10.1776,12.5917,12.642,9.95234,8.91679,3.24607,8.61,9.6,9.4,3.29,2.86,2.57,3.53,2.21,2.4,2.87,2.06,2.96,2.84,2.18,2.39,1.23,2.15,2.6,2.64,3.89,10.09,11.23,10.22,11.84,9.55,11.01,10.09,8.75,10.75,11.18,6.56,7.93,4.57,4.9,10.27,5.25,4.63,8.32,4.01,3.95,7.12,4.3,2.94,3.08
Sspon.008A0000317,1.68154,2.03037,4.56767,4.38468,4.16815,1.6928,1.16305,3.3956,3.46697,3.35302,2.89246,3.07161,2.63547,6.58524,5.06947,5.70757,2.28762,2.34048,2.44202,1.72077,2.33314,1.51748,2.06291,2.17927,2.11528,2.27661,3.10028,3.34637,2.92277,3.12197,3.47427,2.95541,3.13685,2.73498,3.31207,3.77575,3.68271,3.75631,2.97666,3.48102,3.08754,3.69277,3.04145,3.33255,2.83002,3.41694,2.1753,3.76293,3.01664,3.37744,2.19325,1.8853,8.43,9.15,10.52,2.75,2.63,2.22,3.54,2.35,2.39,3.11,3.31,2.63,2.76,2.91,2.29,3.52,2.72,2.49,3.38,3.12,6.45,7.17,6.6,3.3,5.25,4.9,3.71,3.46,3.36,2.71,2.18,2.96,1.48,1.61,2.64,2.01,2.07,2.33,2.42,0.72,2.95,2.09,2.96,2.68
Sspon.008A0000318,9.84624,9.29117,29.6332,26.8646,29.5134,5.24701,4.09019,16.581,16.5132,16.4627,14.4831,16.3193,16.5408,27.8037,25.4785,23.9287,13.458,16.9275,14.6488,11.2586,9.5216,8.73347,10.6729,10.958,10.9634,9.50196,13.1784,27.8229,13.8503,16.2374,13.3571,19.7466,15.1675,20.347,20.8502,19.8372,18.8849,23.7329,21.5444,22.6378,27.0427,34.5047,25.1034,24.6535,24.0396,21.6762,23.5804,20.5211,22.1275,18.8872,17.2529,8.97124,97.51,84.14,83.29,44.88,43.84,62.16,39.56,34.23,53.95,39.84,35.63,54.73,38.27,37.58,45.0,41.38,36.56,53.15,47.98,48.23,142.99,130.32,132.09,147.94,115.22,167.77,123.95,111.59,151.34,114.85,98.33,142.05,93.4,71.9,125.61,83.18,70.31,113.41,69.88,62.64,98.87,37.72,47.62,75.16
